
Wait stablised tot.cpu < 50
time	tot.cpu	usr.cpu	kswapd	rescd	mem.av	mem.fr	mem.sw	mem.pc
0.1	20	0	0	0	293	19	65	274	
0.2	14	0	0	0	293	19	65	274	
0.3	9	0	0	0	293	19	65	274	
0.4	23	0	0	0	293	19	65	274	
0.5	21	0	0	0	293	19	65	274	
0.6	10	0	0	0	293	19	65	274	
0.7	12	0	0	0	293	19	65	274	
0.8	11	0	0	0	293	19	65	274	
0.9	18	0	0	0	293	19	65	274	
1.0	16	0	0	0	293	19	65	274	
1.1	17	0	0	0	293	19	65	274	
1.2	9	0	0	0	293	19	65	274	
1.3	18	0	0	0	293	19	65	274	
1.4	18	0	0	0	293	19	65	274	
1.5	21	0	0	0	293	19	65	274	
1.6	12	0	0	0	293	19	65	274	
1.7	14	0	0	0	293	19	65	274	
1.8	18	0	0	0	293	19	65	274	
1.9	21	0	0	0	293	19	65	274	
2.0	16	0	0	0	293	19	65	274	
2.1	19	0	0	0	293	19	65	274	
2.2	9	0	0	0	293	19	65	274	
2.3	12	0	0	0	293	19	65	274	
2.4	61	0	0	0	293	19	65	274	
2.5	57	0	0	0	293	19	65	274	
2.7	19	0	0	0	293	19	65	274	
2.8	13	0	0	0	293	19	65	274	
2.9	14	0	0	0	294	19	65	274	
3.0	21	0	0	0	294	19	65	274	
3.1	13	0	0	0	294	19	65	274	
3.2	14	0	0	0	294	19	65	274	
3.3	14	0	0	0	294	19	65	274	
3.4	18	0	0	0	294	19	65	274	
3.5	64	0	0	0	294	19	65	275	
3.6	82	0	0	0	293	19	65	275	
3.7	85	0	0	0	294	19	65	275	
3.8	46	0	0	0	294	19	65	275	
3.9	23	0	0	0	294	19	65	275	
4.0	19	0	0	0	294	19	65	275	
4.1	27	0	0	0	294	19	65	275	
4.2	16	0	0	0	294	19	65	275	
4.3	15	0	0	0	294	19	65	275	
4.4	58	0	0	0	302	26	65	276	
4.5	72	0	0	0	309	34	65	276	
4.6	38	0	0	0	309	34	65	276	
