
Wait stablised tot.cpu < 50
time	tot.cpu	usr.cpu	kswapd	rescd	mem.av	mem.fr	mem.sw	mem.pc
0.1	15	0	0	0	276	8	81	268	
0.2	13	0	0	0	276	8	81	268	
0.3	8	0	0	0	276	8	81	268	
0.4	58	0	0	0	276	8	81	268	
0.5	16	0	0	0	276	8	81	268	
0.6	12	0	0	0	276	8	81	268	
0.7	9	0	0	0	276	8	81	268	
0.8	39	0	0	0	276	8	81	268	
0.9	7	0	0	0	276	8	81	268	
1.0	9	0	0	0	276	8	81	268	
1.1	18	0	0	0	276	8	81	268	
1.2	16	0	0	0	276	8	81	268	
1.3	9	0	0	0	276	8	81	268	
1.4	7	0	0	0	276	8	81	268	
1.5	0	0	0	0	276	8	81	268	
1.6	20	0	0	0	276	8	81	268	
1.7	7	0	0	0	276	8	81	268	
1.8	7	0	0	0	276	8	81	268	
1.9	16	0	0	0	276	8	81	268	
2.0	9	0	0	0	276	8	81	268	
2.1	18	0	0	0	276	8	81	268	
2.2	11	0	0	0	276	8	81	268	
2.3	10	0	0	0	276	8	81	268	
2.4	11	0	0	0	276	8	81	268	
2.6	7	0	0	0	276	8	81	268	
2.7	19	0	0	0	276	8	81	268	
2.8	4	0	0	0	276	8	81	268	
2.9	4	0	0	0	276	8	81	268	
3.0	7	0	0	0	276	8	81	268	
3.1	4	0	0	0	276	8	81	268	
3.2	20	0	0	0	276	8	81	268	
3.3	10	0	0	0	276	8	81	268	
3.4	13	0	0	0	276	8	81	268	
3.5	10	0	0	0	276	8	81	268	
3.6	15	0	0	0	276	8	81	268	
 is stablised at 0.5(s)


AUL Launching... "org.tizen.browser"
Wait until usr.cpu CPU usage < 30.0
time	tot.cpu	usr.cpu	kswapd	rescd	mem.av	mem.fr	mem.sw	mem.pc
0.2	80	0	12	1	268	12	82	256	
0.3	98	10	8	2	261	9	83	253	
0.4	100	13	13	0	260	11	84	249	
0.5	100	12	16	0	260	14	84	245	
0.6	100	17	22	0	260	15	84	245	
0.8	100	24	8	0	259	14	85	246	
0.9	100	30	0	0	259	11	85	248	
1.0	100	26	7	0	257	8	85	249	
1.1	100	37	16	0	258	11	86	247	
1.3	100	64	0	0	258	10	86	248	
1.4	97	55	0	0	258	10	86	248	
1.5	100	44	0	0	258	10	86	249	
1.6	98	53	0	0	258	9	86	250	
1.7	92	43	0	0	258	8	86	250	
1.8	96	40	15	0	257	8	87	249	
1.9	100	34	20	0	258	12	88	246	
2.0	100	51	8	0	259	13	89	247	
2.1	98	48	0	0	258	9	89	249	
2.2	100	46	6	0	254	4	89	249	
2.3	98	36	25	0	251	3	90	248	
2.4	100	31	35	0	252	6	93	245	
2.5	100	35	19	0	259	16	94	243	
2.6	100	48	0	0	258	13	94	246	
2.8	96	63	0	0	259	13	94	246	
2.9	100	60	0	0	259	12	94	247	
3.0	100	68	0	0	259	12	94	247	
3.1	100	55	0	0	257	8	94	249	
3.2	98	58	0	0	264	13	94	251	
3.3	90	63	0	0	263	11	94	252	
3.4	65	45	0	0	263	11	94	252	
3.5	58	50	0	0	263	11	94	252	
3.6	71	50	0	0	262	10	94	252	
3.7	81	60	0	0	262	8	94	254	
3.8	100	73	0	0	261	6	94	255	
3.9	98	50	10	0	259	5	95	255	
4.0	100	22	24	0	260	8	98	252	
4.1	96	45	0	0	261	8	98	253	
4.2	100	43	0	0	260	7	98	253	
4.3	86	54	0	0	260	6	98	254	
4.4	92	41	4	0	259	4	98	255	
4.5	96	29	16	0	259	6	99	253	
4.6	100	45	20	0	260	9	101	252	
4.7	92	54	0	0	261	8	101	253	
4.8	64	16	0	0	259	7	101	253	
4.9	16	0	0	0	259	7	101	253	
5.0	15	2	0	0	259	7	101	253	
5.1	18	0	0	0	259	7	101	253	
5.2	53	39	0	0	259	6	101	253	
5.3	20	8	0	0	260	7	101	253	
5.4	7	0	0	0	260	7	101	253	
5.5	80	39	0	0	259	7	101	253	
5.6	82	24	0	0	257	5	101	253	
5.7	92	8	27	0	256	9	103	247	
5.8	55	4	4	0	257	11	104	247	
5.9	32	9	11	0	258	11	105	247	
6.0	28	11	0	0	258	11	105	247	
6.1	13	0	0	0	258	11	105	247	
6.2	20	10	0	0	258	11	105	247	
6.3	15	4	0	0	258	11	105	247	
6.4	11	5	0	0	258	11	105	247	
6.5	28	10	0	0	258	11	105	247	
6.6	85	40	0	0	258	11	105	247	
6.7	90	25	0	0	257	10	105	247	
6.8	94	52	10	0	255	10	105	246	
7.0	69	31	4	0	255	11	106	245	
7.1	74	32	8	0	256	11	107	245	
7.2	96	31	0	0	256	10	107	246	
7.3	100	27	0	0	254	9	107	246	
7.4	100	44	12	0	253	9	108	244	
7.5	100	35	12	0	253	12	109	242	
7.6	100	27	6	0	252	9	109	243	
7.7	100	36	20	0	251	9	111	241	
7.8	100	35	12	0	249	13	111	237	
7.9	100	37	13	0	246	9	113	237	
8.0	100	34	22	0	236	5	115	232	
8.1	100	29	24	0	230	8	116	222	
8.2	100	37	22	0	228	10	118	219	
8.3	100	37	4	0	235	17	118	218	
8.4	100	36	0	0	232	13	118	218	
8.5	98	67	0	0	236	17	118	220	
8.6	98	65	0	0	236	16	118	220	
8.7	100	58	0	0	237	17	118	220	
8.8	86	30	0	0	239	19	118	221	
8.9	77	15	0	0	239	18	118	221	
9.0	77	17	0	0	238	18	118	221	
9.1	77	15	0	0	240	19	118	221	
9.2	71	10	0	0	241	21	118	221	
9.3	69	10	0	0	242	21	118	221	
9.5	66	4	0	0	242	21	118	221	
9.6	100	36	0	0	242	21	118	221	
9.7	90	37	0	0	242	19	118	223	
9.8	76	22	0	0	242	19	118	223	
9.9	69	12	0	0	241	17	118	224	
10.0	61	7	0	0	240	17	118	224	
10.1	70	13	0	0	240	16	118	224	
10.2	69	4	0	0	240	16	118	224	
10.3	68	6	0	0	240	16	118	224	
10.4	69	8	0	0	240	16	118	224	
10.5	61	4	0	0	240	16	118	224	
10.6	69	8	0	0	240	16	118	224	
10.7	68	11	0	0	239	16	118	224	
10.8	98	22	6	0	237	14	118	223	
10.9	100	38	10	0	228	7	119	222	
11.0	100	20	25	0	226	7	120	219	
11.1	100	31	17	0	225	12	121	213	
11.2	94	30	0	0	223	10	121	213	
