
Wait stablised tot.cpu < 50
time	tot.cpu	usr.cpu	kswapd	rescd	mem.av	mem.fr	mem.sw	mem.pc
0.1	5	0	0	0	307	20	51	290	
0.2	4	0	0	0	307	20	51	290	
0.3	7	0	0	0	307	20	51	290	
0.4	7	0	0	0	307	20	51	290	
0.5	5	0	0	0	307	20	51	290	
0.6	9	0	0	0	307	20	51	290	
0.7	20	0	0	0	307	20	51	290	
0.8	33	0	0	0	307	19	51	291	
0.9	30	0	0	0	307	19	51	292	
1.0	32	0	0	0	307	19	51	292	
1.1	25	0	0	0	306	18	51	292	
1.2	21	0	0	0	306	17	51	293	
1.3	23	0	0	0	306	15	51	293	
1.4	38	0	0	0	306	15	51	294	
1.5	28	0	0	0	306	15	51	294	
1.6	29	0	0	0	306	15	51	294	
1.7	32	0	0	0	306	15	51	294	
1.8	28	0	0	0	306	15	51	294	
1.9	31	0	0	0	306	15	51	294	
2.0	29	0	0	0	306	15	51	294	
2.1	27	0	0	0	306	15	51	294	
2.2	30	0	0	0	306	15	51	294	
2.3	30	0	0	0	306	15	51	294	
2.4	29	0	0	0	306	15	51	294	
2.6	30	0	0	0	306	15	51	294	
2.7	30	0	0	0	306	15	51	294	
2.8	28	0	0	0	306	15	51	294	
2.9	32	0	0	0	306	15	51	294	
3.0	29	0	0	0	306	15	51	294	
3.1	30	0	0	0	306	15	51	294	
3.2	40	0	0	0	307	16	51	294	
 is stablised at 0.1(s)


AUL Launching... "org.tizen.browser"
Wait until usr.cpu CPU usage < 15.0
time	tot.cpu	usr.cpu	kswapd	rescd	mem.av	mem.fr	mem.sw	mem.pc
0.2	82	0	6	1	294	6	51	291	
0.3	98	18	18	0	293	7	53	290	
0.5	100	17	13	0	292	8	53	288	
0.6	100	28	13	0	294	11	55	286	
0.7	100	36	0	0	293	9	55	287	
0.8	99	54	0	0	293	9	55	287	
0.9	94	52	0	0	293	8	55	288	
1.0	91	53	0	0	292	6	55	289	
1.1	85	47	3	0	291	5	56	289	
1.2	88	54	4	0	291	6	57	288	
1.3	79	43	10	0	292	7	60	289	
1.4	90	46	11	0	293	14	62	283	
1.5	88	47	10	0	286	11	64	278	
1.6	78	43	2	0	286	10	64	280	
1.7	87	26	15	0	293	20	67	276	
1.8	71	44	1	0	301	26	67	278	
1.9	85	48	2	0	299	24	68	279	
2.0	87	36	9	0	299	21	70	281	
2.1	75	29	7	0	296	18	71	281	
2.2	77	22	4	0	298	19	72	282	
2.3	91	25	1	0	298	19	72	282	
2.4	80	40	5	0	298	17	73	285	
2.5	80	48	4	0	299	17	74	285	
2.6	81	43	3	0	299	17	75	285	
2.7	83	48	0	0	299	17	75	285	
2.8	67	39	0	0	299	16	75	286	
2.9	55	23	0	0	299	16	75	286	
3.0	53	24	0	0	299	16	75	286	
3.1	55	24	0	0	299	16	75	287	
3.2	53	26	0	0	299	16	75	287	
3.3	55	24	0	0	299	16	75	287	
3.4	57	27	0	0	299	16	75	287	
3.6	59	24	0	0	299	16	75	287	
3.7	55	26	0	0	299	16	75	287	
3.8	54	24	0	0	299	16	75	287	
3.9	55	26	0	0	299	16	75	287	
4.0	55	25	0	0	299	16	75	287	
4.1	53	23	0	0	299	16	75	287	
4.2	57	25	0	0	300	17	75	287	
4.3	53	26	0	0	300	17	75	287	
4.4	55	24	0	0	300	17	75	287	
4.5	54	25	0	0	301	17	75	287	
4.6	54	25	0	0	300	17	75	287	
4.7	54	25	0	0	301	17	75	287	
4.8	57	9	0	0	300	15	75	288	
4.9	68	9	0	0	299	13	75	289	
