
Wait stablised tot.cpu < 50
time	tot.cpu	usr.cpu	kswapd	rescd	mem.av	mem.fr	mem.sw	mem.pc
0.1	8	0	0	0	281	13	43	272	
0.2	6	0	0	0	281	13	43	272	
0.3	8	0	0	0	281	13	43	272	
0.4	29	0	0	0	281	12	43	272	
0.5	30	0	0	0	281	10	43	274	
0.6	32	0	0	0	281	11	43	274	
0.7	37	0	0	0	281	10	43	274	
0.8	24	0	0	0	281	9	43	274	
0.9	23	0	0	0	280	8	43	275	
1.0	27	0	0	0	280	7	43	276	
1.1	38	0	0	0	280	7	43	276	
1.2	47	0	0	0	280	7	43	276	
1.3	30	0	0	0	280	7	43	276	
1.4	35	0	0	0	280	7	43	276	
1.5	33	0	0	0	280	7	43	276	
1.6	31	0	0	0	280	7	43	276	
1.7	33	0	0	0	280	7	43	276	
1.8	33	0	0	0	280	7	43	276	
1.9	31	0	0	0	280	7	43	276	
2.0	32	0	0	0	280	7	43	276	
2.1	31	0	0	0	280	7	43	276	
2.2	32	0	0	0	280	7	43	276	
2.3	33	0	0	0	280	7	43	276	
2.4	35	0	0	0	280	7	43	276	
2.5	31	0	0	0	280	7	43	276	
2.7	34	0	0	0	280	7	43	276	
2.8	32	0	0	0	280	7	43	276	
2.9	32	0	0	0	280	7	43	276	
3.0	28	0	0	0	280	7	43	276	
3.1	29	0	0	0	280	7	43	276	
3.2	35	0	0	0	280	6	43	276	
 is stablised at 0.1(s)


AUL Launching... "org.tizen.browser"
Wait until usr.cpu CPU usage < 15.0
time	tot.cpu	usr.cpu	kswapd	rescd	mem.av	mem.fr	mem.sw	mem.pc
0.4	87	0	12	1	266	8	51	260	
0.5	99	43	4	0	265	9	51	258	
0.6	100	47	11	0	264	14	53	253	
0.7	99	50	6	0	265	14	54	254	
0.8	100	41	0	0	264	10	54	256	
0.9	94	38	0	0	264	8	54	259	
1.0	98	42	10	0	263	11	55	255	
1.1	92	52	4	0	263	10	56	256	
1.2	86	49	7	0	264	10	58	257	
1.3	88	48	12	0	264	12	60	255	
1.4	81	40	10	0	257	7	63	253	
1.6	81	49	4	0	258	10	64	251	
1.7	78	35	11	0	267	19	67	252	
1.8	63	32	0	0	274	22	67	256	
1.9	72	37	0	0	273	18	67	259	
2.0	81	47	0	0	271	13	67	260	
2.1	84	33	0	0	268	8	67	263	
2.2	93	24	0	0	268	9	67	263	
2.3	81	26	0	0	268	8	67	263	
2.4	75	39	0	0	268	5	67	266	
2.5	85	48	5	0	268	7	68	265	
2.6	85	48	1	0	268	7	69	264	
2.7	72	41	2	0	268	7	69	264	
2.8	56	25	0	0	268	7	69	265	
2.9	56	23	3	0	269	9	70	264	
3.0	55	23	1	0	269	9	70	264	
3.1	54	26	1	0	270	10	71	264	
3.2	55	25	0	0	270	10	71	263	
3.3	59	26	0	0	270	10	71	263	
3.4	58	25	0	0	270	10	71	264	
3.5	53	25	0	0	270	10	71	264	
3.6	56	24	0	0	270	10	71	264	
3.7	58	23	0	0	270	10	71	264	
3.9	76	25	0	0	272	11	71	265	
4.0	66	22	0	0	272	11	71	265	
4.1	53	26	0	0	272	11	71	265	
4.2	63	22	0	0	273	11	71	265	
4.3	56	25	0	0	273	11	71	265	
4.4	60	23	0	0	273	11	71	265	
4.5	58	23	0	0	273	11	71	265	
4.6	57	25	0	0	273	11	71	265	
4.7	56	16	0	0	273	11	71	266	
4.8	65	12	0	0	272	9	71	267	
4.9	71	14	0	0	271	7	71	267	
5.0	34	1	0	0	271	7	71	267	
5.1	31	0	0	0	271	7	71	267	
5.3	34	0	0	0	271	7	71	267	
5.4	43	12	0	0	270	7	71	267	
5.5	41	10	0	0	270	7	71	267	
5.6	34	1	0	0	270	7	71	267	
5.7	53	13	0	0	270	6	71	267	
5.8	88	19	10	0	268	6	73	265	
5.9	70	5	8	0	269	8	74	265	
6.0	64	3	18	0	269	9	75	263	
6.1	52	5	19	0	271	12	77	263	
6.2	36	5	6	0	271	10	78	265	
6.3	38	2	12	0	273	9	80	268	
6.4	59	6	14	0	273	11	82	266	
6.5	34	3	4	0	274	8	82	269	
6.6	35	3	8	0	275	12	83	268	
6.7	33	4	2	0	276	9	83	270	
6.8	56	17	2	0	276	10	83	270	
6.9	82	20	3	0	276	10	83	270	
7.0	87	28	5	0	275	10	83	269	
7.1	83	32	3	0	273	12	83	266	
7.2	81	29	1	0	272	10	83	266	
7.3	79	33	4	0	271	11	84	265	
7.4	74	21	0	0	273	11	84	266	
7.5	92	27	8	0	264	7	84	262	
7.6	97	22	24	0	253	10	88	247	
7.7	92	28	9	0	249	11	89	242	
7.8	93	41	2	0	249	11	89	242	
7.9	83	28	7	0	249	10	91	243	
8.0	82	27	2	0	248	9	92	244	
8.1	92	27	14	0	249	10	94	243	
8.2	59	5	0	0	249	9	94	244	
8.4	69	5	5	0	249	10	95	243	
8.5	57	2	0	0	250	11	95	243	
8.6	67	8	0	0	255	16	95	244	
8.7	63	7	0	0	260	21	95	243	
8.8	61	3	0	0	263	24	95	244	
8.9	68	7	0	0	263	23	95	244	
9.0	51	2	0	0	262	22	95	244	
9.2	32	4	0	0	260	20	95	245	
9.3	74	18	0	0	246	6	95	245	
9.4	95	15	20	0	237	4	100	237	
9.6	94	23	20	0	232	5	104	231	
9.7	86	25	20	0	229	9	108	225	
9.8	56	26	0	0	228	8	108	225	
9.9	58	21	0	0	228	7	108	225	
10.0	58	15	11	0	228	11	110	221	
10.1	52	18	3	0	227	11	111	221	
10.2	67	27	0	0	228	11	111	221	
10.3	66	25	0	0	228	11	111	221	
10.4	66	27	0	0	229	13	111	221	
10.5	48	10	0	0	233	16	111	221	
10.6	43	7	0	0	237	20	111	221	
10.7	46	9	0	0	237	20	111	221	
10.8	81	28	5	0	222	8	111	219	
10.9	60	19	9	0	223	11	113	217	
11.0	42	11	4	0	223	11	114	217	
11.1	38	4	2	0	224	11	114	217	
11.2	37	5	0	0	224	11	114	217	
11.3	32	3	0	0	224	11	114	217	
11.4	36	5	0	0	224	11	114	217	
11.5	33	4	0	0	224	11	114	217	
11.6	31	2	0	0	224	11	114	217	
11.7	69	28	0	0	223	11	114	217	
11.8	82	40	3	0	218	5	115	217	
11.9	61	20	8	0	214	6	116	213	
12.0	41	8	0	0	214	6	116	213	
12.1	45	8	4	0	211	6	117	210	
12.2	42	4	6	0	210	10	118	205	
12.3	39	4	4	0	209	10	119	205	
12.4	41	2	3	0	209	11	119	204	
12.5	41	9	0	0	209	10	119	204	
12.6	55	24	0	0	209	10	119	204	
12.7	44	13	0	0	215	15	119	204	
12.8	45	10	0	0	224	24	119	204	
12.9	33	2	0	0	224	24	119	204	
13.0	39	4	0	0	223	23	119	205	
13.1	36	6	0	0	223	24	119	205	
13.2	48	10	0	0	223	23	119	205	
13.3	39	5	0	0	222	22	119	205	
13.4	40	2	0	0	222	22	119	205	
13.5	43	10	0	0	221	21	119	205	
13.6	63	22	0	0	220	14	119	210	
13.8	47	21	0	0	218	11	119	212	
13.9	51	23	0	0	217	9	119	212	
14.0	45	1	9	0	215	10	120	210	
14.1	57	5	21	0	216	13	121	207	
14.2	37	4	1	0	215	12	121	207	
14.3	35	2	1	0	215	12	121	207	
14.4	40	4	1	0	212	10	122	207	
14.5	40	3	3	0	215	12	122	207	
14.6	41	4	3	0	214	12	122	207	
14.7	50	13	1	0	215	12	123	208	
14.8	61	23	3	0	214	12	123	208	
14.9	60	21	2	0	214	12	124	207	
15.0	57	23	1	0	214	11	124	208	
15.1	38	0	6	0	213	11	124	207	
15.2	38	1	1	0	213	11	124	206	
15.3	43	4	4	0	212	11	125	205	
15.4	39	0	0	0	213	12	125	205	
15.5	35	0	3	0	212	12	125	205	
15.6	35	0	1	0	212	12	125	205	
15.7	37	1	2	0	213	13	125	204	
15.8	34	0	0	0	213	14	125	204	
15.9	31	0	0	0	213	14	125	204	
16.0	35	2	0	0	213	13	125	204	
16.1	29	0	0	0	213	13	125	204	
16.2	35	0	0	0	212	13	125	204	
16.3	42	0	1	0	212	10	125	207	
16.4	73	3	18	0	206	3	126	207	
16.5	75	0	24	0	202	12	130	195	
16.6	65	3	0	0	206	11	130	199	
16.7	79	4	11	0	203	7	131	201	
16.8	99	5	20	0	194	10	133	189	
16.9	92	4	8	0	199	12	134	191	
17.0	70	8	5	0	197	10	135	191	
17.1	79	9	6	0	196	10	137	191	
17.2	79	11	0	0	207	19	136	192	
17.3	79	17	0	0	207	19	136	194	
17.5	35	2	0	0	207	19	136	194	
17.6	42	7	0	0	200	10	136	195	
17.7	38	5	0	0	207	17	136	195	
17.8	59	25	0	0	204	14	136	195	
17.9	56	24	0	0	201	11	136	195	
18.0	54	24	0	0	200	10	136	195	
18.1	55	25	0	0	207	16	136	196	
18.2	37	6	0	0	207	16	136	196	
18.3	32	1	0	0	206	15	136	196	
18.4	29	0	0	0	206	15	136	196	
18.5	31	0	0	0	206	15	136	196	
18.6	35	3	0	0	206	15	136	196	
18.7	41	5	0	0	213	22	136	196	
18.8	30	0	0	0	213	22	136	196	
18.9	31	0	0	0	213	22	136	196	
19.0	37	0	0	0	214	22	136	197	
19.1	32	8	0	0	213	21	136	198	
19.2	36	7	0	0	212	19	136	198	
19.3	29	0	0	0	212	19	136	198	
19.4	32	2	0	0	212	19	136	198	
19.5	32	0	0	0	212	19	136	198	
19.6	36	5	0	0	212	19	136	198	
19.7	29	0	0	0	212	18	136	198	
19.8	69	16	1	0	197	4	137	198	
19.9	86	30	16	0	191	12	140	184	
20.0	52	17	0	0	191	11	140	184	
20.1	41	12	0	0	189	9	140	184	
20.2	35	1	0	0	189	9	140	184	
20.3	21	0	0	0	189	9	140	184	
20.4	5	0	0	0	189	9	140	184	
20.5	10	0	0	0	189	9	140	184	
20.6	14	4	0	0	188	9	140	184	
20.7	7	0	0	0	188	9	140	184	
20.8	13	3	0	0	197	17	140	184	
20.9	5	1	0	0	198	18	140	184	
21.0	9	0	0	0	198	18	140	184	
21.2	13	4	0	0	198	18	140	184	
21.3	12	0	0	0	198	18	140	184	
21.4	10	0	0	0	198	18	140	185	
21.5	11	0	0	0	198	18	140	185	
21.6	10	0	0	0	198	18	140	185	
21.7	14	4	0	0	198	18	140	185	
21.8	5	0	0	0	198	18	140	185	
21.9	7	0	0	0	198	18	140	185	
22.0	7	0	0	0	198	18	140	185	
22.1	10	0	0	0	198	18	140	185	
22.2	13	4	0	0	198	18	140	185	
22.3	6	0	0	0	198	18	140	185	
22.4	6	0	0	0	198	18	140	185	
22.5	7	0	0	0	198	18	140	185	
22.6	9	0	0	0	198	18	140	185	
22.7	15	3	0	0	198	18	140	185	
22.8	11	0	0	0	198	18	140	185	
22.9	9	2	0	0	198	18	140	185	
23.0	5	0	0	0	198	18	140	185	
23.1	7	0	0	0	198	18	140	185	
23.2	16	4	0	0	198	18	140	185	
org.tizen.browser is stablised at 20.1(s)


Sleep for 3000ms
time	tot.cpu	usr.cpu	kswapd	rescd	mem.av	mem.fr	mem.sw	mem.pc
0.1	10	0	0	0	198	18	140	185	
0.2	11	0	0	0	198	18	140	185	
0.3	12	0	0	0	198	18	140	185	
0.4	10	0	0	0	198	18	140	185	
0.5	14	0	0	0	198	17	140	185	
0.6	7	0	0	0	198	17	140	185	
0.7	9	0	0	0	198	17	140	185	
0.8	9	0	0	0	198	17	140	185	
0.9	10	0	0	0	198	17	140	185	
1.0	6	0	0	0	198	17	140	185	
1.1	11	0	0	0	198	17	140	185	
1.2	6	0	0	0	198	17	140	185	
1.3	8	0	0	0	198	17	140	185	
1.4	16	0	0	0	198	17	140	185	
1.5	11	0	0	0	198	17	140	185	
1.6	6	0	0	0	198	17	140	185	
1.7	9	0	0	0	198	17	140	185	
1.8	14	0	0	0	198	17	140	185	
1.9	11	0	0	0	198	17	140	185	
2.0	10	0	0	0	198	17	140	185	
2.1	11	0	0	0	198	17	140	185	
2.2	8	0	0	0	198	17	140	185	
2.3	14	0	0	0	198	17	140	185	
2.4	29	0	0	0	198	14	140	189	
2.5	17	0	0	0	198	12	140	191	
2.6	10	0	4	0	199	12	140	191	
2.7	16	0	0	0	199	12	140	192	
2.9	18	0	0	0	199	9	140	194	
3.0	9	0	0	0	199	9	140	194	
3.1	9	0	0	0	199	9	140	194	

Wait stablised tot.cpu < 50
time	tot.cpu	usr.cpu	kswapd	rescd	mem.av	mem.fr	mem.sw	mem.pc
0.1	16	0	0	0	199	11	141	192	
0.2	11	0	0	0	199	11	141	192	
0.3	10	0	0	0	199	11	141	192	
0.4	9	0	0	0	199	11	141	192	
0.5	8	0	0	0	199	11	141	192	
0.6	16	0	0	0	199	11	141	192	
0.7	8	0	0	0	199	11	141	192	
0.8	7	0	0	0	199	11	141	192	
0.9	10	0	0	0	199	11	141	192	
1.0	6	0	0	0	199	11	141	192	
1.1	11	0	0	0	199	11	141	192	
1.2	9	0	0	0	199	11	141	192	
1.3	8	0	0	0	199	11	141	192	
1.4	9	0	0	0	199	11	141	192	
1.5	8	0	0	0	199	11	141	192	
1.6	13	0	0	0	199	11	141	192	
1.7	5	0	0	0	199	11	141	192	
1.8	9	0	0	0	199	11	141	192	
1.9	15	0	0	0	199	11	141	192	
2.0	11	0	0	0	199	11	141	192	
2.1	16	0	0	0	199	11	141	192	
2.2	11	0	0	0	199	11	141	192	
2.3	4	0	0	0	199	11	141	192	
2.4	9	0	0	0	199	11	141	193	
2.5	6	0	0	0	199	11	141	193	
2.7	16	0	0	0	199	11	141	193	
2.8	12	0	0	0	199	11	141	193	
2.9	11	0	0	0	199	11	141	193	
3.0	16	0	0	0	198	10	141	193	
3.1	10	0	0	0	198	10	141	193	
3.2	13	0	0	0	198	10	141	193	
 is stablised at 0.1(s)


AUL Launching... "org.tizen.tv-viewer"
Wait until usr.cpu CPU usage < 50.0

Sleep for 3000ms
time	tot.cpu	usr.cpu	kswapd	rescd	mem.av	mem.fr	mem.sw	mem.pc
0.1	71	0	6	0	188	10	146	182	
0.2	64	0	5	0	188	5	147	188	
0.3	60	0	14	0	190	10	150	184	
0.4	20	0	0	0	190	10	150	184	
0.5	35	0	0	0	191	9	150	187	
0.6	53	0	0	0	192	8	150	188	
0.7	77	0	0	0	191	5	150	191	
0.8	91	0	16	0	189	4	150	190	
0.9	99	0	12	0	189	6	152	188	
1.0	80	0	13	0	191	9	154	187	
1.1	61	0	0	0	191	9	154	187	
1.2	55	0	0	0	191	9	154	187	
1.3	59	0	0	0	191	8	154	188	
1.4	73	0	0	0	190	7	153	188	
1.5	60	0	0	0	190	7	153	188	
1.6	58	0	0	0	190	7	153	188	
1.7	57	0	0	0	190	7	153	189	
1.8	41	0	0	0	190	6	153	189	
1.9	46	0	0	0	190	6	153	189	
2.1	37	0	0	0	190	6	153	189	
2.2	51	0	13	0	192	6	155	190	
2.3	55	0	25	0	193	9	157	189	
2.4	47	0	12	0	193	10	158	188	
2.5	53	0	0	0	193	9	158	188	
2.6	58	0	0	0	193	9	158	188	
2.7	62	0	0	0	193	9	158	188	
2.8	60	0	0	0	193	9	158	188	
2.9	53	0	0	0	193	9	158	188	
3.0	55	0	0	0	193	9	158	188	
3.1	42	0	0	0	193	9	158	188	

Wait stablised tot.cpu < 50
time	tot.cpu	usr.cpu	kswapd	rescd	mem.av	mem.fr	mem.sw	mem.pc
0.1	5	0	0	0	193	9	158	189	
0.2	9	0	0	0	193	9	158	189	
0.3	5	0	0	0	193	9	158	189	
0.4	9	0	0	0	193	9	158	189	
0.5	6	0	0	0	193	9	158	189	
0.6	4	0	0	0	193	9	158	189	
0.7	6	0	0	0	193	9	158	189	
0.8	12	0	0	0	193	9	158	189	
0.9	38	0	0	0	193	9	158	189	
1.0	62	0	0	0	194	9	158	189	
1.1	43	0	0	0	194	9	158	189	
1.2	35	0	0	0	194	9	158	189	
1.3	30	0	0	0	194	9	158	189	
1.4	25	0	0	0	194	9	158	189	
1.5	26	0	0	0	194	9	158	189	
