
Pre-Reclaim: 120000

Sleep for 5000ms
time	tot.cpu	usr.cpu	kswapd	mem.av	mem.fr	mem.sw
0.1	64	0	51	205	33	239	
0.2	63	0	49	208	40	244	
0.3	65	0	48	212	44	250	
0.4	64	0	47	216	48	256	
0.5	55	0	49	220	53	261	
0.6	61	0	49	222	63	264	
0.7	60	0	50	224	65	268	
0.8	63	0	47	227	68	273	
0.9	64	0	45	229	70	278	
1.0	63	0	50	233	74	285	
1.1	60	0	46	237	78	290	
1.2	65	0	49	242	86	293	
1.3	72	0	43	243	94	295	
1.4	67	0	46	249	100	303	
1.5	59	0	49	252	110	307	
1.6	59	0	47	254	126	311	
1.7	66	0	47	257	129	315	
1.8	63	0	49	262	134	322	
1.9	40	0	25	263	142	323	
2.0	14	0	0	263	142	323	
2.1	26	0	0	263	142	323	
2.2	17	0	0	264	142	323	
2.3	30	0	0	264	142	323	
2.4	16	0	0	264	142	323	
2.6	14	0	0	264	142	323	
2.7	11	0	0	264	142	323	
2.8	15	0	0	264	143	323	
2.9	23	0	0	264	143	323	
3.0	14	0	0	264	143	323	
3.1	14	0	0	264	143	323	
3.2	13	0	0	264	143	323	
3.3	15	0	0	264	143	323	
3.4	21	0	0	264	143	323	
3.5	20	0	0	264	142	323	
3.6	12	0	0	264	142	323	
3.7	20	0	0	264	142	323	
3.8	18	0	0	264	143	323	
3.9	9	0	0	264	143	323	
4.0	17	0	0	264	143	323	
4.1	14	0	0	264	143	323	
4.2	14	0	0	264	143	323	
4.3	20	0	0	264	143	323	
4.4	15	0	0	264	143	323	
4.5	16	0	0	264	143	323	
4.6	12	0	0	264	143	323	
4.7	13	0	0	264	143	323	
4.8	15	0	0	264	143	323	
4.9	14	0	0	264	143	323	
5.0	16	0	0	264	143	323	
5.1	13	0	0	264	143	323	

Pre-Reclaim: 0

Sleep for 1000ms
time	tot.cpu	usr.cpu	kswapd	mem.av	mem.fr	mem.sw
0.1	19	0	0	264	143	323	
0.2	9	0	0	264	143	323	
0.3	12	0	0	264	143	323	
0.4	16	0	0	264	143	323	
0.5	11	0	0	264	143	323	
0.6	29	0	0	264	143	323	
0.7	24	0	0	264	143	323	
0.8	17	0	0	264	143	323	
0.9	15	0	0	264	143	323	
1.0	25	0	0	264	143	323	

Wait stablised tot.cpu < 50
time	tot.cpu	usr.cpu	kswapd	mem.av	mem.fr	mem.sw
0.1	13	0	0	264	143	323	
0.2	18	0	0	264	143	323	
0.3	12	0	0	264	143	323	
0.4	23	0	0	264	143	323	
0.5	14	0	0	264	143	323	
0.6	24	0	0	264	143	323	
0.7	15	0	0	264	143	323	
0.8	11	0	0	264	143	323	
0.9	24	0	0	264	143	323	
1.0	11	0	0	264	143	323	
1.1	17	0	0	264	143	323	
1.2	20	0	0	264	143	323	
1.3	21	0	0	264	143	323	
1.4	62	0	0	264	143	323	
1.5	59	0	0	264	143	323	
1.6	58	0	0	265	143	323	
1.7	64	0	0	260	138	323	
1.8	56	0	0	274	152	323	
1.9	11	0	0	274	152	323	
2.0	16	0	0	274	152	323	
2.1	13	0	0	274	152	323	
2.2	13	0	0	274	152	323	
2.3	25	0	0	274	152	323	
2.4	54	0	0	274	152	323	
2.5	63	0	0	274	152	323	
2.6	65	0	0	277	155	323	
2.7	15	0	0	277	155	323	
2.8	22	0	0	277	155	323	
2.9	14	0	0	277	155	323	
3.0	20	0	0	277	155	323	
3.2	16	0	0	277	154	323	
3.3	15	0	0	277	155	323	
3.4	12	0	0	277	155	323	
3.5	11	0	0	277	155	323	
3.6	20	0	0	277	155	323	
3.7	15	0	0	277	155	323	
3.8	17	0	0	277	155	323	
3.9	17	0	0	277	155	323	
4.0	16	0	0	277	155	323	
4.1	16	0	0	277	155	323	
4.2	14	0	0	277	155	323	
4.3	18	0	0	277	155	323	
4.4	19	0	0	277	155	323	
4.5	16	0	0	277	155	323	
4.6	17	0	0	277	155	323	
4.7	11	0	0	277	155	323	
4.8	13	0	0	277	155	323	
4.9	22	0	0	277	155	323	
5.0	20	0	0	277	154	323	
5.1	15	0	0	277	154	323	
5.2	11	0	0	277	154	323	
5.3	13	0	0	277	155	323	
5.4	15	0	0	277	155	323	
5.5	12	0	0	277	155	323	
5.6	20	0	0	277	155	323	
5.7	17	0	0	277	155	323	
5.8	22	0	0	277	155	323	
 is stablised at 2.7(s)


AUL Launching... "org.volt.apps"
Wait until usr.cpu CPU usage < 30.0
time	tot.cpu	usr.cpu	kswapd	mem.av	mem.fr	mem.sw
1.7	58	0	0	270	116	323	
1.8	61	41	0	269	115	323	
1.9	64	51	0	267	113	323	
2.0	62	40	0	266	112	323	
2.1	61	43	0	261	105	323	
2.2	62	52	0	260	104	323	
2.3	61	49	0	260	104	323	
2.4	64	53	0	259	103	323	
2.5	61	47	0	260	104	323	
2.7	62	52	0	259	103	323	
2.8	57	49	0	259	103	323	
2.9	60	53	0	258	102	323	
3.0	69	47	0	258	102	323	
3.1	64	42	0	257	101	323	
3.2	62	51	0	255	99	323	
3.3	63	45	0	254	97	323	
3.4	63	49	0	253	96	323	
3.5	59	48	0	253	96	323	
3.6	57	45	0	252	95	323	
3.7	62	51	0	251	94	323	
3.8	59	52	0	250	93	323	
3.9	64	50	0	249	91	323	
4.0	65	50	0	248	91	323	
4.1	65	43	0	248	91	323	
4.2	56	50	0	248	90	323	
4.3	60	47	0	248	89	323	
4.4	62	42	0	246	87	323	
4.5	64	49	0	245	85	323	
4.6	90	75	0	241	80	323	
4.7	100	90	0	238	77	323	
4.8	57	31	0	239	76	323	
4.9	66	44	0	238	76	323	
5.0	64	46	0	237	74	323	
5.1	71	42	0	237	73	323	
5.2	64	46	0	237	73	323	
5.3	74	56	0	235	71	323	
5.4	55	41	0	236	70	323	
5.5	68	40	0	235	69	323	
5.6	62	47	0	235	69	323	
5.7	59	37	0	235	68	323	
5.8	62	50	0	234	68	323	
5.9	67	48	0	234	68	323	
6.0	82	31	0	220	53	323	
6.1	94	61	0	222	55	323	
6.2	94	73	0	222	53	323	
6.3	98	23	0	218	49	323	
6.4	100	24	0	222	52	323	
6.6	100	35	0	222	52	323	
6.7	96	37	0	222	50	323	
6.8	100	4	0	222	48	323	
6.9	100	5	0	222	48	323	
7.0	96	11	0	222	48	323	
7.1	98	12	0	222	46	323	
7.2	100	9	0	220	45	323	
7.3	96	28	0	220	44	323	
7.4	85	42	0	220	44	323	
7.5	75	54	0	218	42	323	
7.6	100	58	0	225	49	323	
7.7	98	64	0	224	48	323	
7.9	64	49	0	225	48	323	
8.0	69	52	0	225	48	323	
8.1	67	44	0	225	48	323	
8.2	65	50	0	224	48	323	
8.3	76	47	0	224	48	323	
8.4	83	59	0	232	56	323	
8.5	76	62	0	232	56	323	
8.6	67	49	0	232	56	323	
8.7	88	71	0	231	55	323	
8.8	84	69	0	230	54	323	
8.9	67	54	0	229	53	323	
9.0	71	60	0	228	52	323	
9.1	81	65	0	226	50	323	
9.2	78	57	0	225	47	323	
9.3	80	61	0	224	47	323	
9.4	77	66	0	224	47	323	
9.5	90	75	0	222	43	323	
9.6	84	62	0	221	42	323	
9.7	81	30	0	221	41	323	
9.8	62	0	0	221	40	323	
9.9	65	15	0	221	39	323	
10.0	69	37	0	220	38	322	
10.1	80	49	0	218	36	322	
10.2	98	83	0	218	36	322	
10.3	88	76	0	217	35	322	
10.4	96	74	0	216	34	322	
10.5	62	48	0	216	33	322	
10.6	79	67	0	215	32	322	
10.7	94	80	0	213	30	322	
10.8	88	72	0	212	29	322	
10.9	86	71	0	210	27	322	
11.0	78	59	0	208	25	322	
11.1	73	43	0	208	25	322	
11.2	69	49	0	208	25	322	
11.3	74	53	0	208	25	322	
11.4	75	50	0	208	25	322	
11.5	67	52	0	208	25	322	
11.6	69	54	0	208	25	322	
11.8	74	52	0	208	25	322	
11.9	75	53	0	208	25	322	
12.0	78	59	0	208	25	322	
12.1	78	53	0	208	25	322	
12.2	73	58	0	208	25	322	
12.3	76	57	0	208	25	322	
12.4	71	57	0	208	25	322	
12.5	74	61	0	208	25	322	
12.6	35	19	0	208	25	322	
12.7	15	2	0	208	25	322	
12.8	11	0	0	208	25	322	
12.9	13	0	0	208	25	322	
13.0	22	16	0	208	25	322	
13.1	40	14	0	208	25	322	
13.2	9	2	0	208	25	322	
13.3	16	0	0	208	25	322	
13.4	20	2	0	208	25	322	
13.5	14	0	0	208	25	322	
13.6	14	0	0	208	25	322	
13.7	16	2	0	208	25	322	
13.8	15	0	0	208	25	322	
13.9	28	0	0	208	26	322	
14.0	14	2	0	208	26	322	
14.1	22	0	0	208	26	322	
14.2	11	0	0	208	26	322	
14.3	31	14	0	208	26	322	
14.4	9	0	0	208	26	322	
14.5	18	2	0	208	26	322	
14.6	12	0	0	208	26	322	
14.7	12	0	0	208	26	322	
14.8	17	2	0	208	26	322	
14.9	24	0	0	208	25	322	
15.0	11	0	0	208	25	322	
15.1	15	0	0	208	25	322	
15.2	16	2	0	208	25	322	
15.3	18	0	0	208	25	322	
15.4	11	2	0	208	25	322	
15.6	11	0	0	208	25	322	
15.7	15	0	0	208	25	322	
org.volt.apps is stablised at 12.6(s)


Sleep for 3000ms
time	tot.cpu	usr.cpu	kswapd	mem.av	mem.fr	mem.sw
0.1	16	0	0	208	25	322	
0.2	12	0	0	208	25	322	
0.3	20	0	0	208	25	322	
0.4	7	0	0	208	25	322	
0.5	12	0	0	208	25	322	
0.6	18	0	0	208	25	322	
0.7	20	0	0	208	25	322	
0.8	11	0	0	208	25	322	
0.9	16	0	0	208	25	322	
1.0	14	0	0	208	25	322	
1.1	19	0	0	208	25	322	
1.2	13	0	0	208	25	322	
1.3	20	0	0	208	25	322	
1.4	12	0	0	208	25	322	
1.5	14	0	0	208	25	322	
1.6	18	0	0	208	25	322	
1.7	18	0	0	208	25	322	
1.8	12	0	0	208	25	322	
1.9	12	0	0	208	25	322	
2.0	15	0	0	208	25	322	
2.1	18	0	0	208	25	322	
2.2	18	0	0	208	25	322	
2.3	17	0	0	208	25	322	
2.4	10	0	0	208	25	322	
2.5	16	0	0	208	25	322	
2.6	14	0	0	208	25	322	
2.7	16	0	0	208	25	322	
2.9	10	0	0	208	25	322	
3.0	16	0	0	208	25	322	
3.1	9	0	0	208	25	322	

Wait stablised tot.cpu < 50
time	tot.cpu	usr.cpu	kswapd	mem.av	mem.fr	mem.sw
0.1	19	0	0	208	25	322	
0.2	19	0	0	208	25	322	
0.3	28	0	0	208	25	322	
0.4	15	0	0	208	25	322	
0.5	18	0	0	208	25	322	
0.6	18	0	0	208	25	322	
0.7	12	0	0	208	25	322	
0.8	17	0	0	208	25	322	
0.9	26	0	0	208	25	322	
1.0	21	0	0	208	25	322	
1.1	13	0	0	208	25	322	
1.2	12	0	0	208	25	322	
1.3	21	0	0	208	25	322	
1.4	16	0	0	208	25	322	
1.5	13	0	0	208	25	322	
1.6	16	0	0	208	25	322	
1.7	16	0	0	208	25	322	
1.8	13	0	0	208	25	322	
1.9	12	0	0	208	25	322	
2.0	18	0	0	208	25	322	
2.1	20	0	0	208	25	322	
2.2	14	0	0	208	25	322	
2.3	20	0	0	208	25	322	
2.4	13	0	0	208	25	322	
2.5	20	0	0	208	25	322	
2.6	11	0	0	208	25	322	
2.7	16	0	0	208	25	322	
2.8	13	0	0	208	25	322	
2.9	17	0	0	208	25	322	
3.1	20	0	0	208	25	322	
3.2	11	0	0	208	25	322	
 is stablised at 0.1(s)


AUL Launching... "org.tizen.tv-viewer"
Wait until usr.cpu CPU usage < 50.0

Sleep for 3000ms
time	tot.cpu	usr.cpu	kswapd	mem.av	mem.fr	mem.sw
0.1	100	0	10	196	15	324	
0.2	100	0	9	203	25	327	
0.3	100	0	17	204	26	328	
0.5	100	0	3	197	20	328	
0.6	100	0	0	197	20	328	
0.7	98	0	2	197	20	328	
0.8	96	0	4	197	20	329	
0.9	100	0	4	197	20	329	
1.0	98	0	23	197	23	330	
1.1	100	0	0	197	23	330	
1.2	96	0	0	197	23	330	
1.3	73	0	0	197	23	330	
1.4	67	0	0	197	23	330	
1.5	70	0	0	197	23	330	
1.6	73	0	0	197	23	330	
1.7	68	0	0	197	23	330	
1.8	72	0	0	197	23	330	
1.9	71	0	0	197	23	330	
2.0	64	0	0	197	23	330	
2.1	98	0	0	197	23	330	
2.2	80	0	0	197	23	330	
2.3	69	0	0	197	23	330	
2.4	65	0	0	197	23	330	
2.5	65	0	0	197	23	330	
2.6	65	0	0	197	23	330	
2.7	66	0	0	197	23	330	
2.8	27	0	0	197	23	330	
2.9	16	0	0	197	23	330	
3.0	15	0	0	197	23	330	

Pre-Reclaim: 300000

Sleep for 5000ms
time	tot.cpu	usr.cpu	kswapd	mem.av	mem.fr	mem.sw
0.1	60	0	49	203	28	340	
0.2	64	0	44	207	33	346	
0.3	61	0	47	210	36	352	
0.4	62	0	50	215	41	358	
0.5	61	0	43	218	44	363	
0.6	70	0	46	220	53	366	
0.7	60	0	50	221	55	367	
0.8	67	0	42	225	59	372	
0.9	58	0	48	227	61	377	
1.0	63	0	45	231	65	383	
1.1	60	0	46	234	68	388	
1.2	64	0	46	237	76	391	
1.3	65	0	48	238	85	396	
1.4	64	0	50	243	89	403	
1.5	61	0	50	247	94	409	
1.6	67	0	42	250	97	414	
1.7	67	0	46	254	100	420	
1.8	69	0	47	258	105	427	
1.9	65	0	48	262	108	434	
2.0	64	0	46	266	112	440	
2.1	64	0	49	268	114	446	
2.2	61	0	47	271	133	449	
2.3	60	0	47	273	135	454	
2.4	62	0	46	278	140	460	
2.5	64	0	44	282	144	466	
2.7	66	0	44	286	148	472	
2.8	62	0	47	290	152	478	
2.9	62	0	47	293	155	484	
3.0	63	0	47	296	158	490	
3.1	63	0	54	300	162	496	
3.2	67	0	48	303	165	502	
3.3	63	0	51	307	173	508	
3.4	66	0	50	308	190	511	
3.5	65	0	52	310	195	513	
3.6	69	0	50	314	199	519	
3.7	67	0	49	318	203	526	
3.8	63	0	49	322	207	532	
3.9	67	0	52	325	210	538	
4.0	66	0	51	328	212	543	
4.1	65	0	51	331	216	550	
4.2	66	0	48	334	228	555	
4.3	69	0	52	335	261	555	
4.4	69	0	48	335	268	555	
4.5	65	0	43	335	275	556	
4.6	64	0	47	337	281	560	
4.7	58	0	48	337	302	561	
