
Pre-Reclaim: 120000

Sleep for 5000ms
time	tot.cpu	usr.cpu	kswapd	mem.av	mem.fr	mem.sw
0.1	61	0	48	185	32	303	
0.2	61	0	51	189	38	309	
0.3	62	0	46	194	43	315	
0.4	65	0	47	199	51	321	
0.5	65	0	51	202	54	326	
0.6	66	0	50	210	65	332	
0.7	60	0	50	213	72	337	
0.8	59	0	54	217	76	343	
0.9	63	0	52	220	79	348	
1.0	61	0	51	224	83	354	
1.1	65	0	48	228	87	360	
1.2	59	0	50	234	101	362	
1.3	60	0	47	237	107	367	
1.4	65	0	51	239	119	371	
1.5	64	0	48	240	125	373	
1.6	92	0	64	243	128	378	
1.7	58	0	48	247	140	381	
1.8	29	0	12	247	143	382	
2.0	16	0	0	247	143	382	
2.1	15	0	0	247	143	382	
2.2	7	0	0	247	143	382	
2.3	11	0	0	247	143	382	
2.4	18	0	0	247	143	382	
2.5	17	0	0	247	143	382	
2.6	9	0	0	247	143	382	
2.7	23	0	0	247	143	382	
2.8	11	0	0	247	143	382	
2.9	16	0	0	247	143	382	
3.0	16	0	0	247	143	382	
3.1	16	0	0	247	143	382	
3.2	13	0	0	247	143	382	
3.3	9	0	0	247	143	382	
3.4	18	0	0	247	143	382	
3.5	9	0	0	247	143	382	
3.6	11	0	0	247	143	382	
3.7	17	0	0	247	143	382	
3.8	11	0	0	247	143	382	
3.9	16	0	0	247	143	382	
4.0	16	0	0	247	143	382	
4.1	14	0	0	247	143	382	
4.2	7	0	0	247	143	382	
4.3	11	0	0	247	143	382	
4.4	15	0	0	247	143	382	
4.5	11	0	0	247	143	382	
4.6	18	0	0	247	143	382	
4.7	11	0	0	247	143	382	
4.8	10	0	0	247	143	382	
4.9	7	0	0	247	143	382	
5.0	14	0	0	247	143	382	

Pre-Reclaim: 0

Sleep for 1000ms
time	tot.cpu	usr.cpu	kswapd	mem.av	mem.fr	mem.sw
0.1	9	0	0	247	143	382	
0.2	16	0	0	247	143	382	
0.3	12	0	0	247	143	382	
0.4	15	0	0	247	143	382	
0.5	18	0	0	247	143	382	
0.6	11	0	0	247	143	382	
0.7	9	0	0	247	143	382	
0.8	12	0	0	247	143	382	
0.9	9	0	0	247	143	382	
1.0	13	0	0	247	143	382	

Wait stablised tot.cpu < 50
time	tot.cpu	usr.cpu	kswapd	mem.av	mem.fr	mem.sw
0.1	7	0	0	247	143	382	
0.2	18	0	0	247	143	382	
0.3	11	0	0	247	143	382	
0.4	9	0	0	247	143	382	
0.5	17	0	0	247	143	382	
0.6	9	0	0	247	143	382	
0.7	11	0	0	247	143	382	
0.8	12	0	0	247	143	382	
0.9	15	0	0	247	143	382	
1.0	9	0	0	247	143	382	
1.1	14	0	0	247	143	382	
1.2	18	0	0	247	143	382	
1.3	14	0	0	247	143	382	
1.4	11	0	0	247	143	382	
1.5	15	0	0	247	143	382	
1.6	14	0	0	247	143	382	
1.7	13	0	0	247	143	382	
1.8	23	0	0	247	143	382	
1.9	28	0	0	247	143	382	
2.0	9	0	0	247	143	382	
2.1	9	0	0	247	143	382	
2.2	16	0	0	247	143	382	
2.3	20	0	0	247	143	382	
2.4	18	0	0	247	143	382	
2.5	10	0	0	247	143	382	
2.6	23	0	0	247	143	382	
2.8	16	0	0	247	143	382	
2.9	14	0	0	247	143	382	
3.0	13	0	0	247	143	382	
3.1	16	0	0	247	143	382	
3.2	19	0	0	247	143	382	
 is stablised at 0.1(s)


AUL Launching... "org.volt.apps"
Wait until usr.cpu CPU usage < 30.0
time	tot.cpu	usr.cpu	kswapd	mem.av	mem.fr	mem.sw
0.5	54	0	0	247	127	381	
0.6	42	27	0	246	121	381	
0.7	55	37	0	246	120	381	
0.8	60	51	0	244	118	381	
0.9	58	46	0	242	116	381	
1.1	61	41	0	239	111	381	
1.2	61	47	0	237	109	381	
1.3	61	54	0	235	108	381	
1.4	60	49	0	235	107	381	
1.5	63	44	0	235	107	381	
1.6	60	49	0	236	108	381	
1.7	64	50	0	235	107	381	
1.8	69	47	0	234	106	381	
1.9	71	35	0	234	106	381	
2.0	60	48	0	234	106	381	
2.1	67	58	0	234	105	381	
2.2	64	44	0	231	102	381	
2.3	57	49	0	230	101	381	
2.4	56	56	0	229	101	381	
2.5	59	45	0	229	100	381	
2.6	60	53	0	228	99	381	
2.7	61	50	0	228	98	381	
2.8	63	50	0	227	97	381	
2.9	58	50	0	226	96	381	
3.0	64	53	0	225	96	381	
3.1	64	50	0	225	95	381	
3.2	63	45	0	225	93	381	
3.3	98	24	0	213	80	381	
3.4	100	20	0	215	82	381	
3.5	100	22	0	215	80	381	
3.6	100	8	0	215	76	381	
3.7	100	15	0	214	71	380	
3.9	100	25	0	213	66	380	
4.0	100	37	0	211	64	380	
4.1	100	42	0	209	61	380	
4.2	98	43	0	208	59	380	
4.3	81	36	0	207	58	380	
4.4	63	31	0	207	57	380	
4.5	76	50	0	207	56	380	
4.6	66	47	0	206	55	380	
4.7	66	47	0	206	55	380	
4.8	69	48	0	205	55	380	
4.9	76	60	0	204	52	380	
5.0	64	44	0	203	51	380	
5.1	92	35	0	203	49	380	
5.2	90	40	0	202	46	380	
5.3	87	25	0	201	43	380	
5.4	92	40	0	201	41	380	
5.5	92	36	0	200	39	380	
5.6	94	17	0	200	38	380	
5.7	100	14	0	199	36	380	
5.8	100	17	0	198	35	380	
5.9	100	20	0	198	34	380	
6.0	100	29	0	197	33	380	
6.1	98	41	0	196	31	380	
