
Pre-Reclaim: 120000

Sleep for 5000ms
time	tot.cpu	usr.cpu	kswapd	mem.av	mem.fr	mem.sw
0.1	58	0	50	208	30	268	
0.2	71	0	46	213	36	273	
0.3	59	0	50	216	43	276	
0.4	60	0	53	219	46	281	
0.5	61	0	50	221	48	286	
0.6	64	0	49	225	53	290	
0.7	62	0	52	227	63	293	
0.8	60	0	51	229	66	298	
0.9	66	0	51	233	69	303	
1.0	62	0	51	236	72	309	
1.1	59	0	54	241	77	316	
1.2	62	0	52	246	82	323	
1.3	65	0	52	253	91	328	
1.4	63	0	49	255	103	331	
1.5	64	0	53	259	110	337	
1.6	63	0	41	261	132	338	
1.7	14	0	0	261	132	338	
1.8	15	0	0	261	132	338	
1.9	7	0	0	261	132	338	
2.0	11	0	0	261	132	338	
2.1	9	0	0	261	132	338	
2.2	17	0	0	261	132	338	
2.3	13	0	0	261	132	338	
2.4	7	0	0	261	132	338	
2.6	12	0	0	261	132	338	
2.7	15	0	0	261	132	338	
2.8	12	0	0	261	132	338	
2.9	16	0	0	261	132	338	
3.0	18	0	0	261	132	338	
3.1	16	0	0	262	132	338	
3.2	14	0	0	262	132	338	
3.3	18	0	0	262	132	338	
3.4	15	0	0	262	132	338	
3.5	15	0	0	262	132	338	
3.6	11	0	0	262	132	338	
3.7	9	0	0	262	132	338	
3.8	23	0	0	262	132	338	
3.9	16	0	0	262	132	338	
4.0	19	0	0	262	132	338	
4.1	13	0	0	262	132	338	
4.2	11	0	0	262	132	338	
4.3	9	0	0	262	132	338	
4.4	11	0	0	262	132	338	
4.5	16	0	0	262	132	338	
4.6	9	0	0	262	132	338	
4.7	15	0	0	262	132	338	
4.8	9	0	0	262	132	338	
4.9	16	0	0	262	132	338	
5.0	13	0	0	262	132	338	
5.1	14	0	0	262	132	338	

Pre-Reclaim: 0

Sleep for 1000ms
time	tot.cpu	usr.cpu	kswapd	mem.av	mem.fr	mem.sw
0.1	14	0	0	262	132	338	
0.2	24	0	0	262	132	338	
0.3	12	0	0	262	132	338	
0.4	11	0	0	262	132	338	
0.5	15	0	0	262	132	338	
0.6	14	0	0	262	132	338	
0.7	15	0	0	262	132	338	
0.8	16	0	0	262	132	338	
0.9	18	0	0	262	132	338	
1.0	21	0	0	262	132	338	

Wait stablised tot.cpu < 50
time	tot.cpu	usr.cpu	kswapd	mem.av	mem.fr	mem.sw
0.1	25	0	0	262	132	338	
0.2	12	0	0	262	132	338	
0.3	15	0	0	262	132	338	
0.4	19	0	0	262	132	338	
0.5	17	0	0	262	132	338	
0.6	14	0	0	262	132	338	
0.7	39	0	0	262	132	338	
0.8	66	0	0	262	132	338	
0.9	65	0	0	262	132	338	
1.0	62	0	0	265	135	338	
1.1	30	0	0	270	139	338	
1.2	12	0	0	270	139	338	
1.3	13	0	0	270	139	338	
1.4	18	0	0	270	139	338	
1.5	18	0	0	270	139	338	
1.6	38	0	0	270	139	338	
1.7	58	0	0	270	139	338	
1.8	63	0	0	270	139	338	
1.9	67	0	0	268	137	338	
2.0	60	0	0	282	151	338	
2.1	19	0	0	282	151	338	
2.2	4	0	0	282	151	338	
2.3	15	0	0	282	151	338	
2.4	13	0	0	282	151	338	
2.5	14	0	0	282	151	338	
2.6	15	0	0	282	151	338	
2.7	10	0	0	282	151	338	
2.9	11	0	0	282	151	338	
3.0	18	0	0	282	151	338	
3.1	13	0	0	282	151	338	
3.2	13	0	0	282	151	338	
3.3	11	0	0	282	151	338	
3.4	11	0	0	282	151	338	
3.5	18	0	0	282	151	338	
3.6	9	0	0	282	151	338	
3.7	21	0	0	282	151	338	
3.8	11	0	0	282	151	338	
3.9	14	0	0	282	151	338	
4.0	11	0	0	282	151	338	
4.1	23	0	0	282	151	338	
4.2	13	0	0	282	151	338	
4.3	9	0	0	282	151	338	
4.4	9	0	0	282	151	338	
4.5	17	0	0	282	151	338	
4.6	15	0	0	282	151	338	
4.7	12	0	0	282	151	338	
4.8	13	0	0	282	151	338	
4.9	13	0	0	282	151	338	
5.0	16	0	0	282	151	338	
5.1	11	0	0	282	151	338	
5.2	13	0	0	282	151	338	
 is stablised at 2.1(s)


AUL Launching... "org.volt.apps"
Wait until usr.cpu CPU usage < 30.0
time	tot.cpu	usr.cpu	kswapd	mem.av	mem.fr	mem.sw
0.5	58	0	0	282	137	338	
0.6	45	27	0	281	131	338	
0.7	54	46	0	280	130	338	
0.8	60	47	0	278	128	338	
0.9	57	41	0	277	127	338	
1.0	52	46	0	274	122	338	
1.1	60	53	0	271	119	338	
1.2	62	49	0	271	118	338	
1.3	61	49	0	270	118	338	
1.4	62	50	0	271	119	338	
1.5	62	52	0	270	118	338	
1.6	94	45	0	269	116	338	
1.7	100	48	0	267	115	338	
1.8	73	51	0	267	115	338	
1.9	61	49	0	267	114	338	
2.0	57	45	0	266	112	338	
2.1	62	50	0	264	110	338	
2.2	61	51	0	263	110	338	
2.3	62	52	0	263	109	338	
2.5	65	52	0	263	109	338	
2.6	63	51	0	261	108	338	
2.7	58	56	0	260	106	338	
2.8	63	51	0	259	105	338	
2.9	62	50	0	259	105	338	
3.0	65	57	0	258	104	338	
3.1	71	52	0	258	103	338	
3.2	94	35	0	247	90	338	
3.3	100	23	0	248	91	338	
3.4	98	26	0	248	90	338	
3.5	99	29	0	248	86	337	
3.6	100	26	0	246	82	337	
3.8	100	25	0	245	77	337	
3.9	100	31	0	243	75	337	
4.0	100	40	0	242	73	337	
4.1	80	30	0	242	72	337	
4.2	96	33	0	242	71	337	
4.3	92	38	0	242	69	337	
4.4	92	35	0	241	66	337	
4.5	100	34	0	241	66	337	
4.6	98	34	0	241	66	337	
4.7	100	44	0	240	65	337	
4.8	91	49	0	239	62	337	
4.9	96	46	0	239	61	337	
5.0	100	37	0	239	61	337	
5.1	98	28	0	238	60	337	
5.2	94	25	0	236	56	337	
5.3	90	26	0	235	52	337	
5.4	94	38	0	235	50	337	
5.5	100	38	0	234	48	337	
5.6	100	18	0	234	47	337	
5.7	96	16	0	233	46	337	
5.8	100	7	0	232	45	337	
6.0	100	25	0	232	43	337	
6.1	100	33	0	230	40	337	
6.2	100	36	0	229	37	337	
6.3	100	32	0	229	36	337	
6.4	100	33	0	228	36	337	
6.5	100	21	0	228	35	337	
6.6	100	28	0	228	33	337	
6.7	100	28	0	228	33	337	
6.8	100	29	0	228	32	337	
6.9	100	30	0	226	29	337	
7.0	98	21	0	226	29	337	
7.1	100	38	0	225	27	337	
7.2	100	33	0	220	22	337	
7.3	100	44	0	230	32	337	
7.4	100	44	0	231	32	337	
7.5	100	46	0	239	40	337	
7.6	98	39	0	239	40	337	
7.7	100	38	0	239	39	337	
7.8	100	38	0	238	37	337	
