
Wait stablised tot.cpu < 50
time	tot.cpu	usr.cpu	kswapd	mem.av	mem.fr	mem.sw
0.1	10	0	0	338	33	47	
0.2	15	0	0	338	33	47	
0.3	16	0	0	338	33	47	
0.4	12	0	0	338	33	47	
0.5	18	0	0	338	33	47	
0.6	9	0	0	338	33	47	
0.7	21	0	0	338	33	47	
0.8	12	0	0	338	33	47	
0.9	16	0	0	338	33	47	
1.0	14	0	0	338	33	47	
1.1	14	0	0	338	33	47	
1.2	20	0	0	338	33	47	
1.3	14	0	0	338	33	47	
1.4	11	0	0	338	33	47	
1.5	16	0	0	338	33	47	
1.6	28	0	0	338	33	47	
1.7	12	0	0	338	33	47	
1.8	12	0	0	338	33	47	
1.9	16	0	0	338	33	47	
2.0	12	0	0	338	33	47	
2.1	15	0	0	338	33	47	
2.2	16	0	0	338	33	47	
2.3	17	0	0	338	33	47	
2.4	13	0	0	338	33	47	
2.5	12	0	0	338	33	47	
2.6	13	0	0	338	33	47	
2.7	13	0	0	338	33	47	
2.9	12	0	0	338	33	47	
3.0	18	0	0	338	33	47	
3.1	16	0	0	338	33	47	
3.2	7	0	0	338	33	47	
 is stablised at 0.1(s)


Fork Launching... "/usr/bin/wascmd -r QizQxC7CUf.PlayMovies" pid:2854
Wait until usr.cpu CPU usage < 30.0
time	tot.cpu	usr.cpu	kswapd	mem.av	mem.fr	mem.sw
0.1	69	 "QizQxC7CUf.Play" not found0	337	32	47	
0.4	85	0	0	329	22	47	
0.5	100	15	7	321	17	47	
0.6	100	26	2	321	16	47	
0.7	92	33	0	321	16	47	
0.8	92	35	0	320	15	47	
0.9	98	42	0	320	15	47	
1.0	96	41	0	320	15	47	
1.1	98	39	0	320	15	47	
1.2	94	44	0	320	15	47	
1.3	96	42	0	320	15	47	
1.4	90	35	0	320	15	47	
1.5	84	32	0	320	15	47	
1.6	92	37	0	320	14	47	
1.7	92	42	0	320	14	47	
1.8	96	36	0	319	13	47	
1.9	94	43	0	319	13	47	
2.0	94	42	4	317	11	47	
2.1	92	45	0	317	11	47	
2.2	94	28	0	317	11	47	
2.3	85	0	0	316	11	47	
2.5	98	26	0	316	11	47	
2.6	94	30	0	316	11	47	
2.7	98	28	2	317	12	47	
2.8	91	34	0	317	12	47	
2.9	85	33	0	317	11	47	
3.0	90	42	0	316	11	47	
3.1	89	39	0	316	10	47	
3.2	100	40	0	315	9	47	
3.3	98	31	2	315	9	47	
3.4	100	35	0	315	9	47	
3.5	100	36	0	314	8	47	
3.6	100	46	0	313	7	47	
3.7	94	41	0	312	6	47	
3.8	100	42	0	312	6	47	
3.9	94	45	0	312	5	47	
4.0	100	40	6	310	4	48	
4.1	100	33	19	310	8	49	
4.2	100	54	7	310	8	50	
4.3	100	44	12	310	11	51	
4.4	98	35	11	311	12	51	
4.5	95	42	0	311	12	51	
4.6	96	45	0	311	12	51	
4.8	92	45	0	311	12	51	
4.9	100	52	0	310	10	51	
5.0	98	45	0	310	10	51	
5.1	100	52	0	310	10	51	
5.2	100	48	0	309	10	51	
5.3	100	45	0	308	9	51	
5.4	100	46	0	307	7	51	
5.5	100	34	14	306	8	52	
5.6	100	38	6	305	7	53	
5.7	100	32	15	305	9	54	
5.8	98	21	20	301	7	54	
5.9	100	15	30	299	6	55	
6.0	96	33	16	298	6	56	
6.1	100	40	10	296	5	56	
6.2	100	27	25	295	7	57	
6.3	100	12	38	295	11	59	
6.4	98	40	5	293	10	59	
6.5	100	38	8	292	9	60	
6.6	100	41	7	291	9	61	
6.7	98	31	17	290	12	62	
6.9	100	46	0	291	13	62	
7.0	100	46	0	290	12	62	
7.1	100	47	0	289	12	62	
7.2	96	45	0	290	12	62	
7.3	100	44	0	289	11	62	
7.4	100	52	0	298	20	62	
7.5	100	50	0	298	20	62	
7.6	98	42	0	298	20	62	
7.7	100	46	0	298	20	62	
7.8	100	48	0	297	20	62	
7.9	100	50	0	298	20	62	
8.0	100	49	0	297	20	62	
8.1	96	43	0	293	14	62	
8.2	98	40	0	292	13	62	
8.4	100	4	10	285	16	64	
8.5	100	26	0	285	14	64	
8.6	100	26	0	285	14	64	
8.7	98	26	0	284	11	64	
8.9	100	23	5	284	11	65	
9.0	100	24	12	285	14	66	
9.1	100	40	6	285	13	66	
9.2	100	47	13	286	17	68	
9.3	98	67	0	284	15	68	
9.5	100	65	0	281	13	68	
9.6	100	60	0	282	13	68	
9.7	100	61	0	281	13	68	
9.8	96	55	0	281	12	68	
9.9	100	45	0	281	12	68	
10.0	92	50	0	281	12	68	
10.1	73	54	0	281	12	68	
10.2	81	33	0	281	8	68	
10.3	94	31	4	281	7	68	
10.4	100	28	17	282	12	70	
10.5	100	48	8	282	14	71	
10.6	100	60	0	282	14	71	
10.7	100	58	0	281	13	71	
10.8	100	42	0	280	11	71	
10.9	100	43	0	279	11	71	
11.0	100	52	0	279	10	71	
