
Wait stablised tot.cpu < 50
time	tot.cpu	usr.cpu	kswapd	mem.av	mem.fr	mem.sw
0.1	16	0	0	308	12	75	
0.2	9	0	0	308	12	75	
0.3	6	0	0	308	12	75	
0.4	12	0	0	308	12	75	
0.5	14	0	0	308	12	75	
0.6	9	0	0	308	12	75	
0.7	17	0	0	308	12	75	
0.8	14	0	0	308	12	75	
0.9	7	0	0	308	12	75	
1.0	9	0	0	308	12	75	
1.1	11	0	0	308	12	75	
1.2	18	0	0	308	12	75	
1.3	7	0	0	308	12	75	
1.4	14	0	0	308	12	75	
1.5	18	0	0	308	12	75	
1.6	7	0	0	308	12	75	
1.7	15	0	0	308	12	75	
1.8	11	0	0	308	12	75	
1.9	9	0	0	308	12	75	
2.0	11	0	0	308	12	75	
2.1	9	0	0	308	12	75	
2.2	9	0	0	308	12	75	
2.3	12	0	0	308	12	75	
2.4	14	0	0	308	12	75	
2.5	9	0	0	308	12	75	
2.6	11	0	0	308	12	75	
2.7	11	0	0	308	12	75	
2.8	12	0	0	308	12	75	
3.0	12	0	0	308	12	75	
3.1	15	0	0	308	12	75	
3.2	9	0	0	308	12	75	
 is stablised at 0.1(s)


AUL Launching... "org.tizen.browser"
Wait until usr.cpu CPU usage < 30.0
time	tot.cpu	usr.cpu	kswapd	mem.av	mem.fr	mem.sw
1.2	97	0	5	289	6	78	
1.3	100	47	12	289	7	78	
1.4	100	41	2	290	6	78	
1.6	100	27	15	290	10	79	
1.7	98	50	11	290	14	80	
1.8	100	68	0	291	14	80	
1.9	100	50	0	285	6	80	
2.0	100	30	10	281	8	81	
2.1	100	42	8	288	19	81	
2.2	100	32	0	287	18	81	
2.3	98	45	0	288	15	81	
2.4	100	67	0	287	14	81	
2.5	100	45	0	287	13	81	
2.6	100	39	20	278	11	82	
2.7	100	54	4	279	17	82	
2.8	96	60	0	280	16	82	
2.9	98	55	0	278	12	82	
3.0	98	66	0	285	18	82	
3.1	98	56	0	292	24	82	
3.2	86	59	0	292	23	82	
3.3	92	63	0	291	21	82	
3.4	96	59	0	291	20	82	
3.5	98	41	0	289	18	82	
3.6	92	42	0	288	16	82	
3.8	100	43	0	288	15	82	
3.9	94	54	0	287	14	82	
4.0	92	44	0	286	11	82	
4.1	100	45	4	285	10	82	
4.2	94	37	8	283	9	82	
4.3	100	38	0	284	9	83	
4.4	46	6	6	284	10	83	
4.5	9	2	2	284	11	83	
4.6	17	4	0	284	11	83	
4.7	52	42	0	284	11	83	
4.8	18	2	0	284	11	83	
4.9	19	6	0	284	11	83	
5.0	94	40	0	283	10	83	
5.1	92	24	2	281	7	83	
5.2	100	4	27	280	12	85	
5.3	48	10	8	282	15	85	
5.4	22	2	0	283	16	85	
5.5	21	9	0	283	16	85	
5.6	22	11	0	283	16	85	
5.7	19	2	0	283	16	85	
5.8	21	8	0	283	16	85	
5.9	7	2	0	283	16	85	
6.0	16	9	0	283	16	85	
6.1	14	9	0	283	16	85	
6.2	13	2	0	283	16	85	
6.3	87	38	0	283	16	85	
6.4	94	24	0	281	14	85	
6.5	72	32	0	280	13	85	
6.6	71	24	0	280	12	85	
6.7	80	31	6	280	13	86	
6.8	98	42	2	280	12	86	
6.9	100	46	0	279	11	86	
7.0	100	46	0	278	10	86	
7.1	100	28	15	278	10	87	
7.2	98	54	2	277	10	87	
7.3	98	45	4	274	7	87	
7.4	96	41	12	271	7	88	
7.5	100	30	19	267	8	90	
7.7	100	31	19	267	9	92	
7.8	100	41	9	264	12	92	
7.9	100	37	13	261	11	93	
8.0	100	38	16	252	7	95	
8.1	100	42	18	250	12	96	
8.3	100	38	20	247	10	96	
8.4	100	41	27	246	10	98	
8.5	100	40	25	247	14	98	
8.6	100	26	7	247	14	99	
8.7	96	9	0	257	24	99	
8.8	98	19	0	255	22	99	
8.9	98	63	0	258	26	99	
9.0	100	52	0	259	26	99	
9.1	87	28	0	260	27	99	
9.2	62	2	0	260	28	99	
9.3	73	10	0	263	30	99	
9.4	87	11	0	265	31	99	
9.5	61	4	0	265	31	99	
9.6	67	13	0	265	31	99	
9.7	71	10	0	264	30	99	
9.8	65	10	0	264	30	99	
9.9	82	22	0	262	28	99	
10.0	98	14	0	258	24	99	
10.1	100	42	0	248	14	99	
10.3	98	34	20	247	12	101	
10.4	100	25	15	245	11	103	
10.5	100	38	13	236	4	104	
10.6	100	19	19	236	6	105	
10.7	100	27	23	234	8	107	
10.8	88	31	6	230	7	107	
10.9	96	31	8	226	4	108	
11.0	100	32	17	222	8	110	
11.1	98	35	10	223	14	110	
11.2	98	26	0	223	15	110	
11.3	90	23	0	218	10	110	
11.4	61	4	0	219	10	110	
11.5	73	10	0	218	9	110	
11.6	78	12	0	217	9	110	
11.7	79	23	0	220	11	110	
11.8	81	12	0	222	13	110	
11.9	67	6	0	222	13	110	
12.0	83	20	0	221	13	110	
12.1	78	26	0	222	13	110	
12.2	66	6	0	223	14	110	
12.3	72	13	0	223	14	110	
12.4	74	13	0	224	14	110	
12.5	79	19	0	223	14	110	
12.6	83	23	0	223	13	110	
12.7	69	12	0	222	13	110	
12.9	73	12	0	222	12	110	
13.0	94	31	0	221	11	110	
13.1	93	33	0	220	6	110	
13.2	73	12	18	219	9	111	
13.3	87	36	0	219	8	111	
13.4	80	22	0	218	6	111	
13.5	86	10	22	219	13	113	
13.6	73	10	6	219	12	114	
13.7	78	2	8	218	11	114	
13.8	81	10	12	218	11	115	
13.9	71	4	6	218	11	116	
14.0	78	10	4	218	11	116	
14.1	92	18	4	218	11	117	
14.2	98	15	15	218	10	118	
14.3	100	24	16	218	11	119	
14.4	100	31	8	218	11	120	
14.5	96	29	6	217	10	121	
14.6	100	29	10	217	10	121	
14.7	98	27	8	217	10	122	
14.8	98	35	7	217	10	123	
14.9	100	42	2	216	10	123	
15.0	100	23	18	216	10	125	
15.1	100	32	18	215	11	127	
15.2	90	2	16	217	11	128	
15.3	70	2	0	217	10	128	
15.4	96	2	27	211	8	131	
15.6	94	0	19	212	12	134	
15.7	90	0	4	212	11	135	
15.8	100	6	4	213	10	135	
15.9	100	12	0	212	8	135	
16.0	100	4	0	212	8	135	
16.1	100	8	0	211	7	135	
16.2	100	6	19	209	9	137	
16.3	100	4	4	210	9	137	
16.4	100	10	0	208	7	137	
16.5	100	12	27	202	5	140	
16.6	100	19	5	210	15	140	
16.7	100	35	0	208	12	140	
16.8	100	32	0	206	10	140	
16.9	100	41	0	205	9	140	
17.0	100	34	10	204	9	141	
17.1	100	26	15	211	17	143	
17.2	86	27	0	211	17	143	
17.3	98	27	0	203	9	143	
17.4	100	25	0	203	9	143	
17.5	94	17	0	202	8	143	
17.6	82	16	0	210	16	143	
17.7	61	0	0	210	16	143	
17.8	63	0	0	210	16	143	
18.0	57	0	0	210	16	143	
18.1	61	2	0	209	15	143	
18.2	61	9	0	209	15	143	
18.3	63	9	0	209	15	143	
18.4	60	0	0	209	15	143	
18.5	61	0	0	209	15	143	
18.6	57	2	0	210	16	143	
18.7	82	20	0	217	23	143	
18.8	66	2	0	217	23	143	
18.9	60	2	0	217	23	143	
19.0	63	0	0	217	23	143	
19.1	61	0	0	217	23	143	
19.2	68	6	0	217	23	143	
19.3	72	10	0	213	19	143	
19.4	62	0	0	215	21	143	
19.5	67	0	0	215	21	143	
19.6	65	4	0	215	21	143	
19.7	82	6	0	215	20	143	
19.8	84	12	0	214	20	143	
19.9	62	0	0	214	20	143	
20.0	73	14	0	213	19	143	
20.1	94	38	6	209	15	143	
20.2	100	21	25	207	13	146	
20.3	100	25	21	200	7	148	
20.4	90	27	18	200	10	151	
20.5	13	0	0	200	10	151	
20.6	33	8	0	200	10	151	
20.7	28	0	0	200	10	151	
20.8	18	2	0	200	10	151	
20.9	15	0	0	200	10	151	
21.0	17	4	0	200	10	151	
21.1	30	2	0	200	10	151	
21.2	19	2	0	202	12	151	
21.3	33	9	0	206	16	151	
21.4	17	0	0	208	19	151	
21.5	31	6	0	208	19	151	
21.7	21	0	0	208	19	151	
21.8	16	0	0	208	19	151	
21.9	21	0	0	208	19	151	
22.0	24	0	0	208	18	151	
22.1	34	11	0	208	18	151	
22.2	15	0	0	208	18	151	
22.3	13	2	0	208	18	151	
22.4	15	0	0	208	18	151	
22.5	13	0	0	208	18	151	
22.6	39	10	0	208	18	151	
22.7	19	0	0	208	18	151	
22.8	21	2	0	208	18	151	
22.9	11	0	0	208	18	151	
23.0	15	0	0	208	18	151	
23.1	24	9	0	208	18	151	
23.2	20	0	0	208	18	151	
23.3	13	0	0	208	18	151	
