
Wait stablised tot.cpu < 50
time	tot.cpu	usr.cpu	kswapd	mem.av	mem.fr	mem.sw
0.1	16	0	0	296	9	61	
0.2	13	0	0	295	9	61	
0.3	7	0	0	295	9	61	
0.4	9	0	0	295	9	61	
0.5	24	0	0	296	9	61	
0.6	18	0	0	296	9	61	
0.7	21	0	0	296	9	61	
0.8	16	0	0	296	9	61	
0.9	22	0	0	296	9	61	
1.0	21	0	0	296	9	61	
1.1	16	0	0	296	9	61	
1.2	7	0	0	296	9	61	
1.3	15	0	0	296	9	61	
1.4	11	0	0	296	9	61	
1.5	18	0	0	296	9	61	
1.6	18	0	0	296	9	61	
1.7	18	0	0	296	9	61	
1.8	16	0	0	296	9	61	
1.9	22	0	0	296	9	61	
2.0	17	0	0	296	9	61	
2.1	14	0	0	296	9	61	
2.2	13	0	0	296	9	61	
2.3	12	0	0	296	9	61	
2.4	16	0	0	296	9	61	
2.5	15	0	0	296	9	61	
2.6	20	0	0	296	9	61	
2.7	16	0	0	296	9	61	
2.8	22	0	0	296	9	61	
2.9	17	0	0	296	9	61	
3.0	18	0	0	296	9	61	
3.2	21	0	0	296	9	61	
 is stablised at 0.1(s)


Fork Launching... "/usr/bin/wascmd -r QizQxC7CUf.PlayMovies" pid:2606
Wait until usr.cpu CPU usage < 30.0
time	tot.cpu	usr.cpu	kswapd	mem.av	mem.fr	mem.sw
0.1	71	 "QizQxC7CUf.Play" not found5	295	11	62	
0.4	82	0	7	288	4	63	
0.6	98	19	15	280	10	66	
0.7	99	16	13	281	14	67	
0.9	83	26	0	281	13	67	
1.0	96	35	0	281	12	67	
1.1	94	47	0	280	12	67	
1.2	92	42	0	280	12	67	
1.3	96	43	0	280	12	67	
1.4	96	43	0	280	11	67	
1.5	89	40	0	279	11	67	
1.6	91	44	0	279	10	67	
1.7	94	37	0	279	10	67	
1.8	92	35	0	278	9	67	
1.9	89	40	0	277	8	67	
2.0	92	40	0	276	6	67	
2.1	96	17	36	276	10	69	
2.2	92	25	23	276	13	69	
2.3	91	38	0	276	13	69	
2.4	85	4	0	277	13	69	
2.5	98	22	0	275	12	69	
2.6	92	27	0	275	12	69	
2.7	92	25	0	276	13	69	
2.8	98	39	0	276	13	69	
3.0	90	28	0	276	13	69	
3.1	84	39	0	276	12	69	
3.2	89	32	0	276	11	69	
3.3	98	28	0	275	10	69	
3.4	100	29	0	274	8	69	
3.5	100	22	0	273	8	69	
3.6	98	33	0	273	8	69	
3.7	98	58	0	273	6	69	
3.9	100	39	1	275	8	69	
4.0	100	31	0	274	8	69	
4.1	100	20	0	274	8	69	
4.2	100	35	0	274	7	69	
4.3	100	22	12	272	7	70	
4.4	100	25	25	271	8	71	
4.5	100	44	13	269	8	71	
4.6	100	32	16	269	11	72	
4.7	100	27	2	265	8	72	
4.8	100	23	12	265	12	72	
4.9	100	41	0	265	12	72	
5.0	100	44	0	275	22	72	
5.1	94	43	0	275	22	72	
5.3	88	43	0	275	22	72	
5.4	93	35	0	276	22	72	
5.5	94	44	0	276	22	72	
5.6	94	42	0	276	22	72	
5.7	96	45	0	276	21	72	
5.8	98	37	0	275	20	72	
5.9	100	50	0	275	20	72	
6.0	100	46	0	275	20	72	
6.1	100	54	0	275	20	72	
6.2	100	46	0	274	19	72	
6.3	92	47	0	272	17	72	
6.4	100	46	0	272	16	72	
6.5	98	50	0	270	14	72	
